City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,australind,100,BR,1681010067,98,-24.7911,-50.0119,60.46,7.2
1,australind,20,US,1681009923,41,33.6001,-101.8338,65.14,10.36
2,australind,20,TO,1681010068,74,-21.2,-175.2,86.16,13.8
3,australind,24,ID,1681010068,67,-7.95,110.2833,84.02,6.35
4,australind,5,PF,1681010068,62,-23.1203,-134.9692,76.96,14.12
5,australind,100,GL,1681010365,97,65.6145,-37.6368,34.03,26.53
6,australind,100,US,1681010032,94,35.2271,-80.8431,42.89,7.0
7,australind,40,BB,1681010069,78,13.2167,-59.5167,79.41,19.57
8,australind,100,US,1681010069,98,35.3501,-80.2001,42.46,11.5
9,australind,1,ZA,1681010069,77,-34.5322,20.0403,53.46,3.6
10,australind,0,SA,1681010366,50,18.2164,42.5053,55.22,4.61
11,australind,0,US,1681010070,46,42.097,-79.2353,37.04,5.75
12,australind,33,VU,1681010070,66,-15.5333,167.1667,86.2,6.78
13,australind,14,NZ,1681009801,59,-46.6,168.3333,61.81,6.11
14,australind,43,RE,1681010368,84,-21.3585,55.7679,76.59,9.37
15,australind,100,ZA,1681010368,98,-33.5906,26.891,59.18,3.0
16,australind,41,AU,1681010368,56,-33.65,115.3333,68.59,4.81
17,australind,20,CL,1681010071,87,-53.15,-70.9167,35.71,23.02
18,australind,0,US,1681010316,48,41.3712,-73.414,43.11,0.0
19,australind,88,ID,1681010072,71,-5.1131,105.3067,83.46,4.23
20,australind,40,SE,1681010072,93,58.5942,16.1826,28.83,0.0
21,australind,100,AU,1681010072,64,-38.2667,141.9667,56.34,14.83
22,australind,99,BR,1681010369,85,-6.9811,-34.8339,77.67,7.2
23,australind,41,AU,1681010370,52,-35.2835,149.1281,62.55,17.27
24,australind,97,NZ,1681010370,52,-45.4167,167.7167,60.8,2.37
25,australind,99,RU,1681010370,92,73.5069,80.5464,-14.22,6.76
26,australind,0,ZA,1681010370,70,-33.9258,18.4232,59.92,7.0
27,australind,98,ML,1681010370,17,20.1986,1.0114,73.27,10.07
28,australind,36,LK,1681010073,61,6.7989,81.4808,83.26,5.35
29,australind,100,PG,1681010074,94,-6.2821,143.9935,61.74,3.24
30,australind,70,RU,1681010074,80,56.9979,86.1452,13.26,18.88
31,australind,61,SD,1681010074,9,14.2,24.6667,70.23,5.39
32,australind,100,US,1681010074,89,22.0752,-159.319,78.78,12.66
33,australind,49,US,1681010329,51,42.6001,-73.9662,39.52,4.0
34,australind,20,AR,1681010372,75,-54.8,-68.3,37.06,23.02
35,australind,76,TZ,1681010372,85,-5.8833,35.2333,64.27,2.86
36,australind,19,EC,1681010075,76,-0.9,-89.6,80.24,2.98
37,australind,75,MU,1681010372,100,-20.5167,57.5167,73.78,3.44
38,australind,99,UA,1681010372,83,46.084,32.5295,46.35,6.15
39,australind,61,MX,1681010076,41,18.8667,-98.6667,63.23,3.67
40,australind,100,NO,1681010373,84,70.9963,24.6622,34.03,11.97
41,australind,100,GL,1681010076,85,60.9167,-46.05,30.42,2.62
42,australind,100,KI,1681010373,83,3.0707,172.7902,81.0,13.73
43,australind,28,NZ,1681010374,44,-46.1927,168.8643,61.48,5.55
44,australind,22,MV,1681010374,70,-0.6,73.0833,81.57,2.68
45,australind,72,PH,1681010077,71,7.9868,117.0645,83.35,9.01
46,australind,100,PG,1681010374,75,-6.2167,155.6333,83.43,2.77
47,australind,0,US,1681010375,76,71.2906,-156.7887,-14.78,8.05
48,australind,0,JP,1681010375,28,35.7333,140.8333,62.22,11.43
49,australind,51,RE,1681010375,81,-21.3667,55.6167,75.58,7.67
50,australind,98,PE,1681010375,78,-11.0964,-77.6139,77.25,8.79
51,australind,9,SO,1681010078,77,9.4942,50.8122,81.0,8.97
52,australind,32,CA,1681010114,89,54.7804,-127.1743,37.06,2.84
53,australind,20,NC,1681010376,61,-20.5667,164.2833,82.08,9.98
54,australind,78,CL,1681010376,80,-41.8697,-73.8203,49.46,2.59
55,australind,89,CN,1681010376,56,27.3167,103.7167,56.17,3.53
56,australind,100,RU,1681010376,99,50.6789,156.125,35.37,7.4
57,australind,96,CA,1681010135,92,55.7435,-97.8558,32.92,10.54
58,australind,100,CA,1681010377,94,68.2191,-135.0107,9.32,3.24
59,australind,4,IN,1681010377,13,27.1333,72.3667,82.87,3.51
60,australind,0,US,1681010377,38,38.421,-121.4238,64.58,5.75
61,australind,100,BR,1681010377,96,-9.8756,-56.0861,71.47,1.63
62,australind,0,IN,1681010377,26,25.5198,90.2201,86.34,2.46
63,australind,2,MG,1681010080,93,-13.2,49.05,71.98,3.24
64,australind,36,AU,1681010081,22,-25.2406,130.9889,85.91,11.83
65,australind,24,NZ,1681010081,70,-46.2817,169.8464,60.93,15.99
66,australind,6,CN,1681010081,52,37.15,122.3833,58.28,19.48
67,australind,0,IN,1681010379,50,18.4167,84.05,86.13,4.52
68,australind,100,RU,1681010379,92,71.9167,114.0833,-3.91,9.84
69,australind,88,PE,1681010379,85,-11.9472,-75.2829,47.93,3.31
70,australind,1,RU,1681010379,67,62.5333,155.8,15.24,2.77
71,australind,0,ZA,1681010380,74,-34.4187,19.2345,57.07,3.71
72,australind,78,ID,1681010380,63,-5.3582,104.9744,85.98,1.97
73,australind,56,AU,1681010380,51,-34.2,142.15,64.08,15.84
74,australind,75,MG,1681010380,94,-18.933,47.4354,64.47,5.75
75,australind,0,RU,1681010380,100,64.5401,40.5433,21.31,0.0
76,australind,69,LK,1681010381,64,7.7102,81.6924,83.8,5.48
77,australind,90,GW,1681010291,65,11.2833,-15.8333,77.74,19.28
78,australind,66,CN,1681010084,57,22.8134,115.8257,67.3,10.09
79,australind,20,AU,1681010381,70,-42.8794,147.3294,54.05,21.85
80,australind,100,BR,1681010381,98,-6.2222,-57.7528,72.84,0.85
81,australind,100,BR,1681010382,92,-16.3494,-53.7583,69.96,1.23
82,australind,0,PE,1681010372,83,-13.7,-76.2167,75.25,12.66
83,australind,1,AU,1681010382,56,-24.8667,113.6333,74.44,15.55
84,australind,9,AU,1681010085,64,-32.55,115.7,69.91,5.61
85,australind,73,RU,1681010383,98,62.8487,34.8262,22.14,2.1
86,australind,65,BR,1681010383,96,-3.1431,-58.4442,74.14,1.92
87,australind,1,PF,1681010383,71,-9.8,-139.0333,81.45,12.39
88,australind,0,BR,1681010384,94,-20.3297,-40.2925,75.15,2.3
89,australind,98,RU,1681010384,84,64.3833,-173.3,2.46,6.78
90,australind,75,US,1681010384,80,19.7297,-155.09,78.28,8.05
91,australind,98,IT,1681010384,91,40.3469,14.9966,46.09,6.13
92,australind,0,RU,1681010087,71,52.3185,42.4937,36.81,4.7
93,australind,98,BR,1681010384,81,-30.1811,-50.2056,70.21,13.89
94,australind,77,US,1681010385,85,28.017,-97.5169,66.83,6.71
95,australind,100,BR,1681010306,91,-5.1989,-35.4608,76.57,6.04
96,australind,98,RU,1681010087,86,59.6481,67.41,34.9,7.87
97,australind,6,RU,1681010385,40,46.4856,135.8833,41.54,7.27
98,australind,0,US,1681010385,37,57.79,-152.4072,27.91,16.11
99,australind,41,TZ,1681010386,91,-8.85,34.0167,61.23,3.31
100,australind,75,CA,1681010386,80,62.456,-114.3525,34.32,10.36
101,australind,84,NZ,1681010386,52,-46.1333,167.6833,62.83,4.72
102,australind,20,CV,1681010148,73,14.9215,-23.5087,70.34,19.57
103,australind,40,OM,1681010386,78,17.0151,54.0924,80.69,2.3
104,australind,4,PT,1681010089,45,38.7992,-9.4469,61.79,8.99
105,australind,75,ZA,1681010387,100,-33.0153,27.9116,67.14,3.44
106,australind,67,VE,1681010387,82,7.7669,-72.225,71.78,2.13
107,australind,100,GL,1681010387,93,64.1835,-51.7216,23.61,9.22
108,australind,11,AR,1681010089,83,-38.0023,-57.5575,65.08,11.01
109,australind,100,RU,1681010090,62,56.4088,103.1106,25.38,10.02
110,australind,1,IN,1681010388,74,13.2167,80.3167,87.08,4.85
111,australind,100,RU,1681010388,89,67.6713,53.087,29.46,18.88
112,australind,94,MG,1681010090,95,-18.3167,47.1167,60.73,4.07
113,australind,41,RU,1681010388,32,54.4333,113.6,28.8,5.03
114,australind,1,LY,1681010388,83,29.1614,16.139,54.48,9.6
115,australind,68,GR,1681010389,68,39.15,23.8667,48.38,11.81
116,australind,0,ZA,1681010389,78,-33.0117,17.9442,48.25,10.89
117,australind,98,CA,1681010391,87,48.9583,-65.5006,23.88,9.48
118,australind,28,IN,1681010092,37,25.15,76.3,82.9,2.75
119,australind,75,AU,1681010092,52,-28.7667,114.6,70.21,12.66
120,australind,83,GL,1681010391,99,68.8193,-51.1922,3.65,7.23
121,australind,93,VE,1681010093,80,8.4518,-62.7268,79.05,10.76
122,australind,100,GL,1681010093,87,60.7167,-46.0333,28.49,3.94
123,australind,11,RU,1681010392,76,49.8809,42.5898,38.44,5.55
124,australind,54,HK,1681010227,84,22.2855,114.1577,69.21,1.01
125,australind,100,GF,1681010094,78,4.9333,-52.3333,78.84,4.61
126,australind,20,MY,1681010393,62,5.4112,100.3354,87.75,10.36
127,australind,23,LK,1681010393,65,6.1241,81.1185,83.26,9.19
128,australind,100,PE,1681010394,79,-10.0681,-78.1522,78.19,9.48
129,australind,99,MN,1681010394,53,48.8125,103.5347,43.63,15.39
130,australind,0,US,1681010394,80,27.7253,-82.7412,78.01,4.61
131,australind,9,UY,1681010394,83,-33.6971,-53.4616,62.24,5.61
132,australind,40,CK,1681010096,74,-21.2078,-159.775,84.25,8.05
133,australind,100,US,1681010395,73,45.5234,-122.6762,54.81,5.75
134,australind,0,IN,1681010395,60,8.95,77.8,81.9,7.74
135,australind,100,TR,1681010395,52,36.9559,36.2,58.95,7.96
136,australind,92,CL,1681010395,83,-37.6167,-73.65,52.61,6.67
137,australind,100,PF,1681010395,76,-17.5333,-149.3333,86.02,20.36
138,australind,99,PG,1681010396,75,-10.6167,150.6667,83.17,4.38
139,australind,100,PG,1681010396,78,-6.0167,144.9667,72.43,3.51
140,australind,100,NG,1681010396,73,10.3744,10.7288,75.4,6.35
141,australind,50,FI,1681010396,98,62.2743,21.376,25.11,3.71
142,australind,40,CA,1681010397,84,69.4541,-133.0374,-4.0,5.75
143,australind,0,MX,1681010099,74,16.8634,-99.8901,80.42,4.61
144,australind,42,AU,1681010397,68,-42.7826,147.0587,53.71,5.99
145,australind,0,KZ,1681010100,49,48.5722,83.6542,31.96,10.87
146,australind,11,TZ,1681010398,90,-2.7333,36.6833,62.83,5.06
147,australind,13,GB,1681010398,92,60.3964,-1.353,42.62,15.21
148,australind,47,PH,1681010100,74,5.5,120.8833,81.7,9.95
149,australind,100,CA,1681010398,92,50.2536,-96.0612,35.51,9.95
150,australind,11,CA,1681010398,91,43.9959,-81.2865,36.7,5.53
151,australind,44,PF,1681010398,74,-16.4833,-151.75,83.46,19.75
152,australind,100,CN,1681010399,13,43.6475,111.9767,56.52,23.06
153,australind,100,BR,1681010102,84,-22.9661,-42.0278,75.25,10.51
154,australind,93,ML,1681010399,14,16.6362,1.637,80.02,12.1
155,australind,100,RU,1681010399,98,65.9939,57.5281,32.11,20.38
156,australind,100,ID,1681010399,89,-8.4667,140.3333,77.18,10.0
157,australind,2,MT,1681010103,78,36.0553,14.204,56.86,1.99
158,australind,40,AU,1681010400,55,-14.4667,132.2667,89.92,14.97
159,australind,100,CL,1681010400,82,-29.9533,-71.3436,62.33,5.75
160,australind,0,NA,1681010400,74,-26.6481,15.1594,55.24,21.47
161,australind,100,NO,1681010104,95,70.0311,20.9714,33.8,8.75
162,australind,100,MU,1681010104,80,-20.4081,57.7,77.25,10.07
163,australind,31,NZ,1681010401,59,-46.3333,168.2667,62.02,3.85
164,australind,100,PT,1681010401,72,32.6667,-17.1,63.23,5.7
165,australind,0,MG,1681010402,93,-25.1667,45.05,71.37,2.42
166,australind,98,TM,1681010106,27,39.0733,63.5786,69.24,6.24
167,australind,100,PH,1681010106,73,10.0797,124.9431,82.15,8.41
168,australind,15,PT,1681010402,62,42.0304,-8.1588,50.7,3.53
169,australind,9,GL,1681010403,55,77.484,-69.3632,-9.54,6.4
170,australind,0,AR,1681010107,72,-43.3002,-65.1023,59.29,5.75
171,australind,30,NO,1681010403,84,62.2028,5.5773,41.0,4.99
172,australind,94,CN,1681010404,20,42.8,93.45,58.01,1.54
173,australind,100,PL,1681010404,97,50.7282,16.6514,42.24,4.47
174,australind,40,MY,1681010404,79,5.2767,115.2417,84.56,2.3
175,australind,40,JP,1681010259,52,26.1842,127.7558,67.66,9.22
176,australind,100,ZA,1681010405,90,-34.0033,24.7314,58.89,12.41
177,australind,74,SV,1681010405,72,13.8333,-88.9167,75.6,0.98
178,australind,100,NO,1681010405,86,70.8578,29.0864,33.8,17.27
179,australind,16,NU,1681010405,74,-19.0595,-169.9187,84.09,13.8
180,australind,72,RU,1681010406,86,68.75,161.3,5.94,4.25
181,australind,95,GL,1681010406,95,69.2167,-51.1,6.13,9.1
182,australind,0,FI,1681010110,92,63.8385,23.1307,27.03,2.3
183,australind,96,TM,1681010406,53,42.0551,59.3788,53.69,8.59
184,australind,100,US,1681010268,84,29.6994,-91.2068,67.01,6.55
185,australind,2,VG,1681010108,78,18.4167,-64.6167,78.89,18.92
186,australind,86,PH,1681010407,69,14.3122,121.1114,89.11,13.33
187,australind,62,IT,1681010407,94,46.6166,10.7002,41.88,5.14
188,australind,0,US,1681010407,29,37.1041,-113.5841,67.95,8.05
189,australind,96,GF,1681010407,84,5.3833,-52.95,76.75,8.19
190,australind,100,CA,1681010408,63,47.6666,-52.7314,25.39,17.27
191,australind,100,RU,1681010112,96,60.5514,30.2144,29.82,4.18
192,australind,52,FO,1681010408,85,62.2266,-6.589,43.72,28.59
193,australind,75,ID,1681010401,78,3.3,117.6333,81.9,9.22
194,australind,93,AU,1681010408,65,-13.8483,136.4192,86.05,10.04
195,australind,100,BR,1681010409,82,-4.9561,-37.1369,79.3,11.07
196,australind,76,SO,1681010409,73,2.0371,45.3438,83.01,12.21
197,australind,71,US,1681010409,80,38.7666,-120.5177,54.12,3.0
198,australind,100,PT,1681010409,95,38.5167,-28.7,60.78,10.0
199,australind,0,TC,1681010409,76,21.4612,-71.1419,77.58,17.18
200,australind,40,JP,1681010410,52,26.1247,127.6694,68.38,9.22
201,australind,93,AU,1681010410,73,-33.8667,121.9,64.94,10.56
202,australind,100,PE,1681010410,67,-5.45,-80.75,83.12,11.03
203,australind,40,MY,1681010410,79,4.4148,114.0089,84.34,4.61
204,australind,0,ES,1681010114,93,39.8885,4.2658,46.96,4.61
205,australind,100,AU,1681010411,61,-17.5333,146.0333,82.18,9.19
206,australind,29,IS,1681010115,97,64.2539,-15.2082,43.86,8.72
207,australind,100,RU,1681010411,89,45.4375,40.5756,48.15,5.55
208,australind,100,PG,1681010115,83,-5.2246,145.7966,79.81,1.63
209,australind,0,AU,1681010248,38,-25.2986,152.8535,80.8,10.94
210,australind,100,PH,1681010116,74,7.9986,124.2928,77.05,5.3
211,australind,100,US,1681010413,77,64.5011,-165.4064,-5.73,9.22
212,australind,77,RU,1681010116,96,59.9061,29.7725,28.31,3.69
213,australind,98,ZM,1681010344,81,-15.4067,28.2871,62.35,4.76
214,australind,61,NZ,1681010414,89,-45.8742,170.5036,55.42,16.62
215,australind,13,EC,1681010414,89,-0.7393,-90.3518,79.56,2.95
216,australind,100,GB,1681010117,87,50.4715,-4.7243,48.16,20.71
217,australind,100,RU,1681010414,88,71.6872,128.8694,1.83,3.29
218,australind,6,AU,1681010415,45,-33.4833,150.15,55.18,13.06
219,australind,0,US,1681010415,61,42.2506,-75.833,37.78,5.75
220,australind,100,NZ,1681010415,69,-39.4556,173.8583,66.85,13.4
221,australind,81,ET,1681010415,79,9.5667,37.1,51.67,4.52
222,australind,75,CA,1681010351,93,50.6996,-127.4199,46.58,4.61
223,australind,98,GB,1681010415,91,50.1186,-5.5371,50.02,18.52
224,australind,4,CL,1681010416,59,-35.3333,-72.4167,56.28,8.55
225,australind,54,RU,1681010416,84,52.4201,136.4853,32.9,7.02
226,australind,63,CN,1681010120,48,32.9947,112.5328,67.62,11.65
227,australind,99,IQ,1681010417,44,36.8695,42.994,55.29,3.78
228,australind,91,BR,1681010417,73,-32.035,-52.0986,69.89,10.76
229,australind,100,VE,1681010417,59,9.9115,-67.3538,79.79,2.82
230,australind,100,MU,1681010120,80,-20.3428,57.7575,77.22,9.84
231,australind,98,CO,1681010171,70,5.4906,-70.4092,79.29,3.44
232,australind,100,US,1681010418,88,34.6391,-120.4579,58.01,9.22
233,australind,100,CD,1681010418,95,-2.4683,28.8242,59.86,1.5
234,australind,89,ID,1681010121,67,-7.7479,112.0132,84.69,4.74
235,australind,100,ZA,1681010418,93,-33.918,25.5701,61.11,10.0
236,australind,92,US,1681010121,81,40.8021,-124.1637,52.41,5.28
237,australind,42,CA,1681010419,90,66.1451,-65.7125,-18.0,6.62
238,australind,81,BR,1681010419,94,-1.195,-46.02,75.07,2.51
239,australind,100,GL,1681010122,94,72.7868,-56.1549,-5.87,14.43
240,australind,100,IN,1681010420,29,22.5,82.55,84.29,3.47
241,australind,9,RU,1681010420,84,70.6333,147.9167,2.3,10.67
242,australind,100,VE,1681010123,47,8.1222,-63.5497,83.08,13.33
243,australind,83,NA,1681010123,55,-17.9333,19.7667,66.92,4.54
244,australind,47,IN,1681010421,36,24.6333,79.5,73.65,5.39
245,australind,100,US,1681010124,74,64.8569,-147.8028,17.58,10.36
246,australind,92,US,1681010124,74,40.5982,-124.1573,52.14,4.45
247,australind,51,RU,1681010421,82,63.05,179.3167,11.41,1.32
248,australind,37,MA,1681010125,41,29.5833,-9.5,63.97,6.46
249,australind,100,RU,1681010422,75,62.1444,117.6319,11.08,13.65
250,australind,100,RU,1681010125,97,59.7035,30.7861,28.29,4.34
251,australind,100,RU,1681010125,96,69.3,139.9,-3.14,5.97
252,australind,0,AR,1681010422,29,-45.8667,-67.5,62.46,6.91
253,australind,98,AU,1681010422,29,-20.7833,117.1333,91.33,7.54
254,australind,100,RU,1681010423,91,71.9667,102.5,-4.67,7.9
255,australind,6,JP,1681010423,46,31.7167,130.2667,63.86,6.4
256,australind,0,IN,1681010423,64,12.6264,80.1722,87.06,5.75
257,australind,100,US,1681010423,91,34.1478,-119.1951,62.46,5.75
258,australind,100,NG,1681010424,65,9.6139,6.5569,78.08,3.67
259,australind,61,LK,1681010424,70,5.9485,80.5353,81.19,6.6
260,australind,98,AU,1681010424,58,-15.7667,128.7333,91.38,11.5
261,australind,92,RU,1681010424,90,69.7008,170.3133,-9.72,2.01
262,australind,95,ID,1681010127,65,-0.9492,100.3543,77.05,3.27
263,australind,3,JP,1681010425,43,35.5333,135.1833,57.4,5.79
264,australind,0,CN,1681010425,14,38.4167,77.2406,65.19,4.16
265,australind,100,IS,1681010425,86,63.4427,-20.2734,46.09,33.82
266,australind,0,SO,1681010426,84,8.4054,48.4845,73.24,8.52
267,australind,18,MZ,1681010426,86,-16.2325,39.9086,77.4,2.68
268,australind,8,CN,1681010426,42,30.5448,119.9599,67.69,5.77
269,australind,0,BR,1681010238,95,-21.4803,-56.1381,67.14,3.11
270,australind,12,JP,1681010426,53,28.3667,129.4833,63.52,6.98
271,australind,62,RU,1681010427,78,53.1481,38.0992,39.27,5.77
272,australind,100,IS,1681010427,74,65.0757,-22.7297,41.11,13.82
273,australind,100,CA,1681010130,48,60.7522,-137.5108,39.15,4.61
274,australind,0,AR,1681010291,72,-43.249,-65.3051,59.27,5.75
275,australind,20,VU,1681010428,74,-19.55,169.2667,87.91,2.3
276,australind,43,KE,1681010130,71,1.7471,40.0573,78.35,10.98
277,australind,0,MX,1681010428,46,22.8909,-109.9124,73.71,9.22
278,australind,1,SA,1681010429,48,18.3851,42.4509,55.51,6.31
279,australind,2,CL,1681010429,77,-22.092,-70.1979,69.64,3.44
